numero_registro,marca_comercial,titular_registro,classe_categoria_agronomica,ingrediente_ativo,classificacao_toxicologica,classificacao_ambiental,formulacao,ingrediente_ativo_detalhado,documento_cadastrado,produto_formulado_vinculado,url_agrofit
TC01425,['Difenoconazol Ascenza Técnico'],Ascenza Brasil Ltda,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'DIFENOCONAZOL ASCENZA TÉCNICO - Rótulo 27/02/2025', 'tipo_documento': 'Rótulo', 'data_inclusao': '27/02/2025 09:37:48', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=515288&p_nm_file=F229060521/DIFENOCONAZOL%20ASCENZA%20PT%20-%20R%C3%B3tulo%20Agrofit%2025.02.25.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Cerimônia'], 'numero_registro': '45719', 'titular_registro': 'Ascenza Brasil Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14863
TC10125,['Difenoconazol Técnico Ada BR'],Adama Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Rótulo_DIFENOCONAZOL_TÉCNICO_ADA_BR_07052025_v00', 'tipo_documento': 'Rótulo', 'data_inclusao': '16/07/2025 09:49:43', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=526470&p_nm_file=F624718973/R%C3%B3tulo_DIFENOCONAZOL_T%C3%89CNICO_ADA_BR_07052025_v00.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=17055
TC05620,['Difenoconazol Técnico Adama'],Adama Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Rótulo_Difenoconazol_Técnico_Adama_14042020_v01', 'tipo_documento': 'Rótulo', 'data_inclusao': '11/09/2024 10:43:09', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=492837&p_nm_file=F986485225/R%C3%B3tulo_Difenoconazol_T%C3%A9cnico_Adama_14042020_v01.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Score'], 'numero_registro': '2894', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Score Flexi®'], 'numero_registro': '9906', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Cypress 400 EC Glove'], 'numero_registro': '6710', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Bravonil Top'], 'numero_registro': '01620', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Raigen'], 'numero_registro': '19620', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Avura'], 'numero_registro': '38218', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Priori Top'], 'numero_registro': '4313', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Celest XL'], 'numero_registro': '18408', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Amistar Top'], 'numero_registro': '3809', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Dividend Supreme'], 'numero_registro': '11917', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Flare'], 'numero_registro': '9808', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Simplar'], 'numero_registro': '14722', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Revus Top SC'], 'numero_registro': '30021', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Adetus'], 'numero_registro': '14822', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Fleris'], 'numero_registro': '41118', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Rocale'], 'numero_registro': '31020', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Elatus Trio'], 'numero_registro': '01519', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Miravis Duo'], 'numero_registro': '14222', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Miravis Top'], 'numero_registro': '14922', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Alade'], 'numero_registro': '07521', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Álibi'], 'numero_registro': '41018', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Reflect Top'], 'numero_registro': '35325', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Spyrale'], 'numero_registro': '31625', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Spectro'], 'numero_registro': '3094', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=13480
TC06024,['Difenoconazol Técnico Adama 2'],Adama Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (980 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Rótulo_Difenoconazol_Técnico_Adama_2_22072024_v01', 'tipo_documento': 'Rótulo', 'data_inclusao': '11/09/2024 10:53:14', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=492857&p_nm_file=F428771777/R%C3%B3tulo_Difenoconazol_T%C3%A9cnico_Adama_2_22072024_v01.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=17030
14819,['Difenoconazol Técnico Adama BR'],Adama Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Rótulo_Difenoconazol_Técnico_Adama_BR_07052019_v01', 'tipo_documento': 'Rótulo', 'data_inclusao': '11/09/2024 10:49:23', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=492856&p_nm_file=F351436847/R%C3%B3tulo_Difenoconazol_T%C3%A9cnico_Adama_BR_07052019_v01.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Score'], 'numero_registro': '2894', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Score Flexi®'], 'numero_registro': '9906', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Cypress 400 EC Glove'], 'numero_registro': '6710', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Bravonil Top'], 'numero_registro': '01620', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Raigen'], 'numero_registro': '19620', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Avura'], 'numero_registro': '38218', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Priori Top'], 'numero_registro': '4313', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Celest XL'], 'numero_registro': '18408', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Amistar Top'], 'numero_registro': '3809', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Dividend Supreme'], 'numero_registro': '11917', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Flare'], 'numero_registro': '9808', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Simplar'], 'numero_registro': '14722', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Revus Top SC'], 'numero_registro': '30021', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Adetus'], 'numero_registro': '14822', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Fleris'], 'numero_registro': '41118', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Rocale'], 'numero_registro': '31020', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Elatus Trio'], 'numero_registro': '01519', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Miravis Duo'], 'numero_registro': '14222', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Miravis Top'], 'numero_registro': '14922', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Alade'], 'numero_registro': '07521', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Álibi'], 'numero_registro': '41018', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Reflect Top'], 'numero_registro': '35325', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Spyrale'], 'numero_registro': '31625', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Spectro'], 'numero_registro': '3094', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14375
TC10025,['Difenoconazol Técnico Alta'],ALTA - America Latina Tecnologia Agrícola Ltda.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Rótulo - Difenoconazol tc ALTA', 'tipo_documento': 'Rótulo', 'data_inclusao': '04/07/2025 13:29:03', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=525667&p_nm_file=F1024794452/R%C3%B3tulo%20DIFENOCONAZOL%20T%C3%89CNICO%20ALTA.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=18780
3419,['Difenoconazol Técnico CCAB'],CCAB Agro S.A.,['Fungicida'],['difenoconazol (triazol) (980 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Rótulo - Difenoconazol Técnico CCAB_Atualização fev-22', 'tipo_documento': 'Rótulo', 'data_inclusao': '21/03/2022 14:06:10', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=421917&p_nm_file=F1463620268/R%C3%B3tulo_Difenoconazol%20T%C3%A9cnico%20CCAB_atualizado%20fev-22.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenoconazol CCAB 250 EC'], 'numero_registro': '10221', 'titular_registro': 'CCAB Agro S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15588
TC07023,['Difenoconazol Técnico Cropchem'],Cropchem Ltda,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Difenoconazol Técnico Cropchem - Rótulo 20 05 2025', 'tipo_documento': 'Rótulo', 'data_inclusao': '20/05/2025 13:49:27', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=521766&p_nm_file=F1148746995/Difenoconazol%20T%C3%A9cnico%20Cropchem%20-%20R%C3%B3tulo%2020%2005%202025.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Sevare 250 EC'], 'numero_registro': '21121', 'titular_registro': 'Cropchem Ltda'}, {'marca_comercial': ['Sevare Duo'], 'numero_registro': '41825', 'titular_registro': 'Cropchem Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14363
TC22822,['Difenoconazol Técnico FMC'],FMC Química do Brasil Ltda.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'RT_Difenoconazol Técnico FMC_29nov22', 'tipo_documento': 'Rótulo', 'data_inclusao': '13/12/2022 11:46:44', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=441874&p_nm_file=F442965349/RT_Difenoconazol%20T%C3%A9cnico%20FMC_29nov22.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Onsuva'], 'numero_registro': '22923', 'titular_registro': 'FMC Química do Brasil Ltda.'}, {'marca_comercial': ['Ferus'], 'numero_registro': '01524', 'titular_registro': 'FMC Química do Brasil Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14505
TC14325,['Difenoconazol Técnico Ihara II'],Iharabras S.A. Indústria Químicas,['Fungicida'],['difenoconazol (triazol) (960 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '960', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96'}]","[{'descricao': 'Rótulo_30-06-2025_DIFENOCONAZOL TÉCNICO IHARA II', 'tipo_documento': 'Rótulo', 'data_inclusao': '30/06/2025 15:15:28', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=525068&p_nm_file=F1854204611/DIFENOCONAZOL%20T%C3%89CNICO%20IHARA%20II_TC14325%20_30-06-25.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=21208
TC09925,['Difenoconazol Técnico Ihara III'],Iharabras S.A. Indústria Químicas,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Rótulo_DIFENOCONAZOL TÉCNICO IHARA III_18-05-25', 'tipo_documento': 'Rótulo', 'data_inclusao': '18/05/2025 17:31:34', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=521539&p_nm_file=F1093790053/DIFENOCONAZOL%20T%C3%89CNICO%20IHARA%20III_TC09925%20_18-05-25.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=21206
TC04925,['Difenoconazol Técnico OF'],Ouro Fino Química S.A.,['Fungicida'],['difenoconazol (triazol) (960 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '960', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96'}]","[{'descricao': 'RÓTULO PRODUTO TÉCNICO - DIFENOCONAZOL TÉCNICO OF - REGISTRO Nº TC04925', 'tipo_documento': 'Rótulo', 'data_inclusao': '03/04/2025 10:58:17', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=517958&p_nm_file=F1770517513/R%C3%B3tulo%20DIFENOCONAZOL%20TC%20OF_03.04.2025.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=18882
TC04825,['Difenoconazol Técnico Ouro Fino'],Ouro Fino Química S.A.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'RÓTULO PRODUTO TÉCNICO - DIFENOCONAZOL TÉCNICO OURO FINO - REGISTRO N º TC04825', 'tipo_documento': 'Rótulo', 'data_inclusao': '03/04/2025 14:27:10', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=517976&p_nm_file=F1218019071/R%C3%B3tulo%20DIFENOCONAZOL%20TC%20OURO%20FINO_03.04.2025.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=20098
TC14225,['Difenoconazol Técnico Oxiquímica'],Oxiquímica Agrociência Ltda,['Fungicida'],['difenoconazol (triazol) (960 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '960', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96'}]",[],[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=22107
TC02521,['Difenoconazol Técnico Rainbow'],Rainbow Defensivos Agrícolas Ltda.,['Fungicida'],['difenoconazol (triazol) (980 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Rótulo_Difenoconazol Técnico Rainbow_Rev20231120', 'tipo_documento': 'Rótulo', 'data_inclusao': '20/11/2023 11:10:48', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=469683&p_nm_file=F806451014/R%C3%B3tulo_Difenoconazol%20T%C3%A9cnico%20Rainbow_Rev20231120.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Adiconstar'], 'numero_registro': '16625', 'titular_registro': 'Rainbow Defensivos Agrícolas Ltda.'}, {'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Across', 'Zarco'], 'numero_registro': '22820', 'titular_registro': 'Adama Brasil S.A.'}, {'marca_comercial': ['Pladius'], 'numero_registro': '22522', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}, {'marca_comercial': ['Cerimônia'], 'numero_registro': '45719', 'titular_registro': 'Ascenza Brasil Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14943
44919,['Difenoconazol Técnico Stockton'],Stockton Agrimor do Brasil Ltda.,['Fungicida'],['difenoconazol (triazol) (980 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Rotulo Difenoconazole Tecnico Stockton 27122019', 'tipo_documento': 'Rótulo', 'data_inclusao': '27/12/2019 10:09:07', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=311267&p_nm_file=F344557223/ROTULO_DIFENOCONAZOL%20TECNICO%20STOCKTON_27122019.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15860
TC04525,['Difenoconazol Técnico Tecnomyl'],Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'RT_DIFENOCONAZOL_TC_TECNOMYL_02052025', 'tipo_documento': 'Rótulo', 'data_inclusao': '05/05/2025 14:29:20', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=520255&p_nm_file=F358112683/RT_DIFENOCONAZOL_TC_TECNOMYL_02052025.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=21439
4306,['Difenoconazole 94 Técnico Helm'],Helm do Brasil Mercantil,['Fungicida'],['difenoconazol (triazol) (940 g/kg)'],III - Produto Moderadamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '940', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '94'}]","[{'descricao': '20210803_Rótulo PT_Difenoconazole 94 TC HELM', 'tipo_documento': 'Rótulo', 'data_inclusao': '05/08/2021 14:38:46', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=406967&p_nm_file=F1844794309/20210803_R%C3%B3tulo%20PT_Difenoconazole%2094%20TC%20HELM.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenohelm'], 'numero_registro': '3907', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Ozean'], 'numero_registro': '04123', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Prisma Plus', 'Ehvero'], 'numero_registro': '9917', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Velvete'], 'numero_registro': '35823', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['LVH04A'], 'numero_registro': '45225', 'titular_registro': 'Helm do Brasil Mercantil'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=8199
